일자,종목명,클러스터,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률
2016년 5월,세이브존I&C,0 ,0 ,5760 ,681 ,8 ,8196 ,1 ,30 ,1 
2016년 5월,삼성출판사,1 ,0 ,12900 ,370 ,35 ,8009 ,2 ,130 ,1 
2016년 5월,휴켐스,1 ,0 ,19800 ,933 ,21 ,11570 ,2 ,500 ,3 
2016년 5월,대호에이엘,2 ,0 ,1560 ,0 ,0 ,885 ,2 ,0 ,0 
2016년 5월,대웅제약,1 ,0 ,86300 ,4160 ,21 ,41433 ,2 ,700 ,1 
2016년 5월,DSR제강,1 ,0 ,3920 ,685 ,6 ,8199 ,0 ,40 ,1 
2016년 5월,현대백화점,0 ,0 ,142000 ,10554 ,13 ,147415 ,1 ,700 ,0 
2016년 5월,한국금융지주,1 ,0 ,44850 ,5547 ,8 ,51477 ,1 ,1000 ,2 
2016년 5월,하이스틸,1 ,0 ,26650 ,0 ,0 ,61045 ,0 ,0 ,0 
2016년 5월,지역난방공사,0 ,0 ,70000 ,10003 ,7 ,148691 ,0 ,3620 ,5 
2016년 5월,롯데하이마트,0 ,0 ,55700 ,4515 ,12 ,75519 ,1 ,430 ,1 
2016년 5월,코아스,0 ,0 ,1795 ,0 ,0 ,1041 ,2 ,0 ,0 
2016년 5월,STX중공업,0 ,0 ,4505 ,0 ,0 ,4111 ,1 ,0 ,0 
2016년 5월,유엔젤,0 ,0 ,5520 ,128 ,43 ,3986 ,1 ,100 ,2 
2016년 5월,농심홀딩스,0 ,0 ,148000 ,10264 ,14 ,167826 ,1 ,2000 ,1 
2016년 5월,금호타이어,0 ,0 ,8060 ,0 ,0 ,7234 ,1 ,0 ,0 
2016년 5월,새론오토모티브,0 ,0 ,8230 ,1291 ,6 ,10301 ,1 ,200 ,2 
2016년 5월,세진중공업,1 ,0 ,3940 ,555 ,7 ,3810 ,1 ,100 ,3 
2016년 5월,유니퀘스트,1 ,0 ,3910 ,86 ,45 ,6258 ,1 ,200 ,5 
2016년 5월,STX엔진,1 ,0 ,5600 ,1839 ,3 ,4451 ,1 ,0 ,0 
2016년 5월,텔코웨어,0 ,0 ,13000 ,1384 ,9 ,10772 ,1 ,660 ,5 
2016년 5월,에이블씨엔씨,0 ,0 ,31700 ,1134 ,28 ,13241 ,2 ,300 ,1 
2016년 5월,GS,1 ,0 ,55000 ,5198 ,11 ,66746 ,1 ,1500 ,3 
2016년 5월,CJ CGV,0 ,0 ,111500 ,2455 ,45 ,19899 ,6 ,350 ,0 
2016년 5월,현대리바트,0 ,0 ,32600 ,1712 ,19 ,14237 ,2 ,80 ,0 
2016년 5월,LIG넥스원,0 ,0 ,91500 ,4044 ,23 ,26231 ,3 ,940 ,1 
2016년 5월,휴비스,0 ,0 ,8230 ,636 ,13 ,11348 ,1 ,300 ,4 
2016년 5월,일진다이아,2 ,0 ,8890 ,954 ,9 ,7152 ,1 ,150 ,2 
2016년 5월,동양생명,0 ,0 ,10700 ,1547 ,7 ,18268 ,1 ,620 ,6 
2016년 5월,대한제강,0 ,0 ,11500 ,1587 ,7 ,16413 ,1 ,250 ,2 
2016년 5월,동양고속,0 ,0 ,35950 ,5963 ,6 ,49367 ,1 ,1750 ,5 
2016년 5월,이월드,1 ,0 ,2625 ,0 ,0 ,1396 ,2 ,0 ,0 
2016년 5월,대상홀딩스,0 ,0 ,13900 ,658 ,21 ,12712 ,1 ,170 ,1 
2016년 5월,엔케이,0 ,0 ,4400 ,0 ,0 ,3308 ,1 ,0 ,0 
2016년 5월,미래에셋생명,0 ,0 ,4815 ,981 ,5 ,10713 ,0 ,55 ,1 
2016년 5월,현대글로비스,0 ,0 ,190500 ,10052 ,19 ,82577 ,2 ,3000 ,2 
2016년 5월,하나금융지주,1 ,0 ,24950 ,3001 ,8 ,74829 ,0 ,650 ,3 
2016년 5월,한화생명,0 ,0 ,6570 ,658 ,10 ,9950 ,1 ,180 ,3 
2016년 5월,진도,0 ,0 ,4710 ,300 ,16 ,7138 ,1 ,150 ,3 
2016년 5월,제주항공,0 ,0 ,32500 ,2054 ,16 ,8948 ,4 ,400 ,1 
2016년 5월,평화산업,1 ,0 ,1905 ,77 ,25 ,1594 ,1 ,50 ,3 
2016년 5월,노루페인트,0 ,0 ,11700 ,1600 ,7 ,13253 ,1 ,200 ,2 
2016년 5월,아모레퍼시픽,0 ,0 ,411000 ,8372 ,49 ,48475 ,8 ,1350 ,0 
2016년 5월,세원셀론텍,0 ,0 ,3720 ,108 ,34 ,2369 ,2 ,0 ,0 
2016년 5월,디아이씨,0 ,0 ,8850 ,484 ,18 ,6808 ,1 ,0 ,0 
2016년 5월,KEC,1 ,0 ,1100 ,15 ,73 ,2485 ,0 ,0 ,0 
2016년 5월,KPX홀딩스,0 ,0 ,63800 ,8324 ,8 ,131838 ,0 ,2100 ,3 
2016년 5월,기신정기,0 ,0 ,5970 ,619 ,10 ,500 ,12 ,100 ,2 
2016년 5월,LF,0 ,0 ,25500 ,1742 ,15 ,34790 ,1 ,500 ,2 
2016년 5월,이아이디,0 ,0 ,891 ,0 ,0 ,589 ,2 ,0 ,0 
2016년 5월,형지엘리트,1 ,0 ,8760 ,1662 ,5 ,5510 ,2 ,0 ,0 
2016년 5월,후성,1 ,0 ,5800 ,160 ,36 ,932 ,6 ,0 ,0 
2016년 5월,AJ네트웍스,0 ,0 ,38800 ,2391 ,16 ,28067 ,1 ,0 ,0 
2016년 5월,웅진씽크빅,0 ,0 ,12650 ,392 ,32 ,7421 ,2 ,0 ,0 
2016년 5월,JW홀딩스,0 ,0 ,9040 ,2 ,4520 ,1865 ,5 ,45 ,1 
2016년 5월,SK이노베이션,1 ,0 ,156000 ,8744 ,18 ,169556 ,1 ,4800 ,3 
2016년 5월,한진중공업,0 ,0 ,3795 ,0 ,0 ,13387 ,0 ,0 ,0 
2016년 5월,CJ제일제당,0 ,0 ,375000 ,13401 ,28 ,216981 ,2 ,2500 ,1 
2016년 5월,비상교육,1 ,0 ,12900 ,1374 ,9 ,13271 ,1 ,200 ,2 
2016년 5월,진양홀딩스,0 ,0 ,3550 ,156 ,23 ,5205 ,1 ,140 ,4 
2016년 5월,S&TC,0 ,0 ,26250 ,3815 ,7 ,32662 ,1 ,500 ,2 
2016년 5월,SBS미디어홀딩스,0 ,0 ,3280 ,161 ,20 ,4857 ,1 ,25 ,1 
2016년 5월,동성코퍼레이션,0 ,0 ,6530 ,508 ,13 ,5860 ,1 ,200 ,3 
2016년 5월,쌍방울,0 ,0 ,2260 ,0 ,0 ,1370 ,2 ,0 ,0 
2016년 5월,이연제약,0 ,0 ,29150 ,879 ,33 ,16886 ,2 ,300 ,1 
2016년 5월,풍산,1 ,0 ,31800 ,1841 ,17 ,38930 ,1 ,500 ,2 
2016년 5월,일진전기,0 ,0 ,5450 ,225 ,24 ,8664 ,1 ,80 ,1 
2016년 5월,신성이엔지,0 ,0 ,3035 ,231 ,13 ,3172 ,1 ,0 ,0 
2016년 5월,한국철강,0 ,0 ,50500 ,5824 ,9 ,79133 ,1 ,900 ,2 
2016년 5월,KB금융,1 ,0 ,34100 ,4396 ,8 ,74234 ,0 ,980 ,3 
2016년 5월,한세실업,0 ,0 ,50200 ,2586 ,19 ,10640 ,5 ,250 ,1 
2016년 5월,우진,0 ,0 ,7730 ,779 ,10 ,6377 ,1 ,200 ,3 
2016년 5월,LG하우시스,0 ,0 ,145500 ,7187 ,20 ,87452 ,2 ,1800 ,1 
2016년 5월,영원무역,0 ,0 ,44550 ,2931 ,15 ,26554 ,2 ,200 ,0 
2016년 5월,씨에스윈드,1 ,0 ,20700 ,1308 ,16 ,18832 ,1 ,300 ,1 
2016년 5월,GKL,0 ,0 ,29150 ,1483 ,20 ,7376 ,4 ,831 ,3 
2016년 5월,락앤락,1 ,0 ,13700 ,231 ,59 ,11634 ,1 ,200 ,1 
2016년 5월,대성에너지,0 ,0 ,6210 ,499 ,12 ,10370 ,1 ,250 ,4 
2016년 5월,우리들휴브레인,1 ,0 ,4190 ,0 ,0 ,480 ,9 ,0 ,0 
2016년 5월,KC코트렐,0 ,0 ,5340 ,0 ,0 ,5550 ,1 ,0 ,0 
2016년 5월,조선선재,1 ,0 ,66000 ,11790 ,6 ,59848 ,1 ,0 ,0 
2016년 5월,코오롱인더,0 ,0 ,68800 ,0 ,0 ,65694 ,1 ,500 ,1 
2016년 5월,아이마켓코리아,0 ,0 ,16950 ,1170 ,14 ,10657 ,2 ,500 ,3 
2016년 5월,한국화장품,1 ,0 ,10450 ,0 ,0 ,2582 ,4 ,0 ,0 
2016년 5월,현대에이치씨엔,1 ,0 ,3535 ,343 ,10 ,5352 ,1 ,40 ,1 
2016년 5월,대성산업,1 ,0 ,3235 ,0 ,0 ,2675 ,1 ,0 ,0 
2016년 5월,한미약품,0 ,0 ,567000 ,14830 ,38 ,65971 ,9 ,2000 ,0 
2016년 5월,인터지스,0 ,0 ,3370 ,455 ,7 ,6427 ,1 ,100 ,3 
2016년 5월,한전산업,0 ,0 ,5560 ,251 ,22 ,1911 ,3 ,169 ,3 
2016년 5월,화인베스틸,1 ,0 ,2605 ,39 ,67 ,3145 ,1 ,0 ,0 
2016년 5월,미원화학,1 ,0 ,50000 ,5017 ,10 ,35341 ,1 ,1250 ,3 
2016년 5월,선진,0 ,0 ,29850 ,2361 ,13 ,23266 ,1 ,100 ,0 
2016년 5월,메리츠금융지주,0 ,0 ,12600 ,1450 ,9 ,10894 ,1 ,155 ,1 
2016년 5월,엔에스쇼핑,0 ,0 ,156000 ,20088 ,8 ,99050 ,2 ,0 ,0 
2016년 5월,코오롱플라스틱,0 ,0 ,8970 ,308 ,29 ,3358 ,3 ,75 ,1 
2016년 5월,BNK금융지주,0 ,0 ,9180 ,1890 ,5 ,22104 ,0 ,150 ,2 
2016년 5월,DGB금융지주,0 ,0 ,8950 ,1759 ,5 ,20624 ,0 ,280 ,3 
2016년 5월,이마트,0 ,0 ,184000 ,16319 ,11 ,250613 ,1 ,1500 ,1 
2016년 5월,코오롱머티리얼,1 ,0 ,9150 ,0 ,0 ,20403 ,0 ,0 ,0 
2016년 5월,세화아이엠씨,0 ,0 ,9780 ,141 ,69 ,14199 ,1 ,0 ,0 
2016년 5월,삼양사,0 ,0 ,95700 ,7971 ,12 ,96457 ,1 ,1500 ,2 
2016년 5월,코리아오토글라스,0 ,0 ,17000 ,1669 ,10 ,11895 ,1 ,350 ,2 
2016년 5월,DSR,1 ,0 ,4185 ,621 ,7 ,7546 ,1 ,50 ,1 
2016년 5월,애경유화,1 ,0 ,59600 ,8847 ,7 ,65131 ,1 ,1900 ,3 
2016년 5월,한국콜마,0 ,0 ,86900 ,2155 ,40 ,10459 ,8 ,200 ,0 
2016년 5월,동일고무벨트,0 ,0 ,10600 ,1617 ,7 ,13478 ,1 ,60 ,1 
2016년 5월,동아에스티,0 ,0 ,136000 ,6192 ,22 ,68893 ,2 ,1000 ,1 
2016년 5월,JB금융지주,1 ,0 ,5670 ,881 ,6 ,13767 ,0 ,50 ,1 
2016년 5월,한진칼,1 ,0 ,19050 ,0 ,0 ,24262 ,1 ,75 ,0 
2016년 5월,아세아시멘트,0 ,0 ,105000 ,13294 ,8 ,188829 ,1 ,1500 ,1 
2016년 5월,종근당,0 ,0 ,107000 ,0 ,0 ,33432 ,3 ,600 ,1 
2016년 5월,코스맥스,0 ,0 ,137000 ,2361 ,58 ,10874 ,13 ,700 ,1 
2016년 5월,서연이화,0 ,0 ,15150 ,2945 ,5 ,22237 ,1 ,150 ,1 
2016년 5월,만도,1 ,0 ,190000 ,13433 ,14 ,140761 ,1 ,4800 ,3 
2016년 5월,디와이파워,2 ,0 ,7630 ,152 ,50 ,8384 ,1 ,100 ,1 
2016년 5월,SK디앤디,0 ,0 ,55800 ,2194 ,25 ,16582 ,3 ,400 ,1 
2016년 5월,한솔제지,0 ,0 ,24100 ,1457 ,17 ,20212 ,1 ,500 ,2 
2016년 5월,이노션,0 ,0 ,82400 ,3697 ,22 ,30246 ,3 ,900 ,1 
2016년 5월,금호에이치티,0 ,0 ,9750 ,1655 ,6 ,8257 ,1 ,125 ,1 
2016년 5월,경보제약,0 ,0 ,14900 ,1147 ,13 ,5137 ,3 ,275 ,2 
2016년 5월,토니모리,0 ,0 ,37300 ,1237 ,30 ,9950 ,4 ,300 ,1 
2016년 6월,동화약품,1 ,0 ,10400 ,202 ,51 ,8239 ,1 ,80 ,1 
2016년 6월,KR모터스,0 ,0 ,1130 ,0 ,0 ,390 ,3 ,0 ,0 
2016년 6월,경방,0 ,0 ,165000 ,6089 ,27 ,241825 ,1 ,1250 ,1 
2016년 6월,메리츠화재,1 ,0 ,16050 ,1600 ,10 ,13931 ,1 ,570 ,4 
2016년 6월,삼양홀딩스,0 ,0 ,150000 ,6011 ,25 ,151333 ,1 ,1500 ,1 
2016년 6월,하이트진로,0 ,0 ,25150 ,765 ,33 ,18579 ,1 ,1000 ,4 
2016년 6월,유한양행,0 ,0 ,318500 ,12309 ,26 ,119762 ,3 ,2000 ,1 
2016년 6월,CJ대한통운,0 ,0 ,210500 ,2636 ,80 ,101842 ,2 ,0 ,0 
2016년 6월,하이트진로홀딩스,0 ,0 ,14100 ,840 ,17 ,20919 ,1 ,200 ,1 
2016년 6월,두산,1 ,0 ,95300 ,0 ,0 ,96634 ,1 ,4550 ,5 
2016년 6월,성창기업지주,0 ,0 ,3790 ,38 ,100 ,3999 ,1 ,30 ,1 
2016년 6월,대림산업,1 ,0 ,80900 ,5352 ,15 ,112559 ,1 ,300 ,0 
2016년 6월,유유제약,0 ,0 ,15150 ,0 ,0 ,10659 ,1 ,180 ,1 
2016년 6월,노루홀딩스,0 ,0 ,21150 ,6182 ,3 ,25392 ,1 ,400 ,2 
2016년 6월,한화손해보험,0 ,0 ,8100 ,1055 ,8 ,9488 ,1 ,70 ,1 
2016년 6월,롯데손해보험,0 ,0 ,2925 ,96 ,30 ,3299 ,1 ,0 ,0 
2016년 6월,대원강업,0 ,0 ,4875 ,305 ,16 ,6764 ,1 ,125 ,3 
2016년 6월,조선내화,0 ,0 ,82700 ,4805 ,17 ,128194 ,1 ,4000 ,5 
2016년 6월,대동공업,0 ,0 ,8250 ,161 ,51 ,9600 ,1 ,50 ,1 
2016년 6월,가온전선,1 ,0 ,22750 ,513 ,44 ,62877 ,0 ,600 ,3 
2016년 6월,삼일제약,2 ,0 ,10000 ,115 ,87 ,9893 ,1 ,200 ,2 
2016년 6월,흥국화재,1 ,0 ,3730 ,302 ,12 ,6783 ,1 ,0 ,0 
2016년 6월,CS홀딩스,0 ,0 ,78400 ,18834 ,4 ,177390 ,0 ,0 ,0 
2016년 6월,동아쏘시오홀딩스,0 ,0 ,187500 ,10560 ,18 ,107237 ,2 ,1000 ,1 
2016년 6월,천일고속,1 ,0 ,86800 ,3243 ,27 ,34411 ,3 ,6000 ,7 
2016년 6월,SK하이닉스,2 ,0 ,28500 ,6002 ,5 ,29377 ,1 ,500 ,2 
2016년 6월,영풍,0 ,0 ,947000 ,74949 ,13 ,1400868 ,1 ,9750 ,1 
2016년 6월,LS네트웍스,0 ,0 ,3455 ,0 ,0 ,8753 ,0 ,0 ,0 
2016년 6월,유수홀딩스,0 ,0 ,9700 ,804 ,12 ,8087 ,1 ,75 ,1 
2016년 6월,현대건설,1 ,0 ,33750 ,3301 ,10 ,52227 ,1 ,500 ,1 
2016년 6월,이화산업,0 ,0 ,19200 ,2560 ,8 ,39123 ,0 ,0 ,0 
2016년 6월,화천기공,0 ,0 ,53500 ,7278 ,7 ,119883 ,0 ,1500 ,3 
2016년 6월,강남제비스코,0 ,0 ,37200 ,6192 ,6 ,66914 ,1 ,500 ,1 
2016년 6월,한화,0 ,0 ,38600 ,0 ,0 ,55072 ,1 ,500 ,1 
2016년 6월,보해양조,0 ,0 ,1610 ,104 ,15 ,1102 ,1 ,0 ,0 
2016년 6월,유니온,1 ,0 ,3990 ,0 ,0 ,7871 ,1 ,70 ,2 
2016년 6월,전방,0 ,0 ,37500 ,0 ,0 ,107574 ,0 ,0 ,0 
2016년 6월,페이퍼코리아,0 ,0 ,719 ,0 ,0 ,769 ,1 ,0 ,0 
2016년 6월,CJ,0 ,0 ,221500 ,7242 ,31 ,114710 ,2 ,1350 ,1 
2016년 6월,JW중외제약,1 ,0 ,54900 ,120 ,458 ,12687 ,4 ,150 ,0 
2016년 6월,대한방직,1 ,0 ,57600 ,0 ,0 ,154537 ,0 ,0 ,0 
2016년 6월,만호제강,0 ,0 ,18350 ,2238 ,8 ,54084 ,0 ,1000 ,5 
2016년 6월,LG상사,0 ,0 ,38350 ,0 ,0 ,30942 ,1 ,200 ,1 
2016년 6월,대한제분,0 ,0 ,190500 ,20293 ,9 ,387185 ,0 ,2000 ,1 
2016년 6월,국보,1 ,0 ,20650 ,0 ,0 ,17909 ,1 ,50 ,0 
2016년 6월,금호전기,0 ,0 ,11550 ,0 ,0 ,18452 ,1 ,0 ,0 
2016년 6월,동국제강,1 ,0 ,8300 ,0 ,0 ,21551 ,0 ,0 ,0 
2016년 6월,GS글로벌,0 ,0 ,2990 ,0 ,0 ,6368 ,0 ,0 ,0 
2016년 6월,남광토건,2 ,0 ,11500 ,0 ,0 ,4026 ,3 ,0 ,0 
2016년 6월,부국증권,1 ,0 ,19250 ,2513 ,8 ,31605 ,1 ,1200 ,6 
2016년 6월,백광산업,1 ,0 ,1965 ,0 ,0 ,2652 ,1 ,0 ,0 
2016년 6월,삼성제약,0 ,0 ,7790 ,0 ,0 ,1676 ,5 ,0 ,0 
2016년 6월,SG충방,1 ,0 ,3085 ,0 ,0 ,2829 ,1 ,0 ,0 
2016년 6월,KG케미칼,1 ,0 ,14250 ,1566 ,9 ,17281 ,1 ,350 ,2 
2016년 6월,태원물산,1 ,0 ,3880 ,92 ,42 ,4179 ,1 ,90 ,2 
2016년 6월,세아베스틸,0 ,0 ,25350 ,4240 ,6 ,41079 ,1 ,1000 ,4 
2016년 6월,대한전선,0 ,0 ,2505 ,0 ,0 ,368 ,7 ,0 ,0 
2016년 6월,현대해상,0 ,0 ,32400 ,2654 ,12 ,27994 ,1 ,750 ,2 
2016년 6월,BYC,0 ,0 ,492000 ,20803 ,24 ,450114 ,1 ,850 ,0 
2016년 6월,삼부토건,0 ,관리종목,17850 ,0 ,0 ,0 ,0 ,0 ,0 
2016년 6월,SK증권,0 ,0 ,1080 ,73 ,15 ,1270 ,1 ,0 ,0 
2016년 6월,동양,0 ,0 ,3420 ,2636 ,1 ,4013 ,1 ,100 ,3 
2016년 6월,조비,1 ,0 ,12950 ,376 ,34 ,7977 ,2 ,0 ,0 
2016년 6월,제일연마,0 ,0 ,6080 ,352 ,17 ,6672 ,1 ,160 ,3 
2016년 6월,금양,1 ,0 ,2105 ,430 ,5 ,1452 ,1 ,60 ,3 
2016년 6월,종근당홀딩스,0 ,0 ,90400 ,3914 ,23 ,65402 ,1 ,1200 ,1 
2016년 6월,대상,0 ,0 ,29450 ,1618 ,18 ,22027 ,1 ,400 ,1 
2016년 6월,신영증권,1 ,0 ,51500 ,9728 ,5 ,107813 ,0 ,2000 ,4 
2016년 6월,SK네트웍스,1 ,0 ,6220 ,296 ,21 ,10180 ,1 ,100 ,2 
2016년 6월,한양증권,1 ,0 ,7410 ,585 ,13 ,19816 ,0 ,400 ,5 
2016년 6월,신화실업,1 ,0 ,17300 ,1590 ,11 ,32445 ,1 ,350 ,2 
2016년 6월,알루코,0 ,0 ,6250 ,313 ,20 ,2504 ,3 ,50 ,1 
2016년 6월,대한제당,1 ,0 ,23650 ,0 ,0 ,44149 ,1 ,450 ,2 
2016년 6월,KISCO홀딩스,0 ,0 ,61200 ,14283 ,4 ,190722 ,0 ,900 ,1 
2016년 6월,코오롱,0 ,0 ,58900 ,0 ,0 ,43459 ,1 ,500 ,1 
2016년 6월,아세아,1 ,0 ,114500 ,3334 ,34 ,281331 ,0 ,1500 ,1 
2016년 6월,경농,1 ,0 ,5380 ,380 ,14 ,7668 ,1 ,240 ,4 
2016년 6월,고려산업,1 ,0 ,2000 ,233 ,9 ,3088 ,1 ,30 ,2 
2016년 6월,도화엔지니어링,1 ,0 ,4895 ,538 ,9 ,6819 ,1 ,150 ,3 
2016년 6월,삼양통상,1 ,0 ,50600 ,3509 ,14 ,76858 ,1 ,825 ,2 
2016년 6월,동성제약,2 ,0 ,6750 ,23 ,293 ,2577 ,3 ,0 ,0 
2016년 6월,한일철강,1 ,0 ,19700 ,0 ,0 ,73084 ,0 ,0 ,0 
2016년 6월,고려제강,0 ,0 ,39300 ,1024 ,38 ,76101 ,1 ,350 ,1 
2016년 6월,롯데푸드,0 ,0 ,903000 ,36713 ,25 ,651806 ,1 ,4780 ,1 
2016년 6월,아세아제지,1 ,0 ,17700 ,0 ,0 ,49160 ,0 ,0 ,0 
2016년 6월,한진,0 ,0 ,34900 ,8495 ,4 ,59908 ,1 ,400 ,1 
2016년 6월,넥센타이어,0 ,0 ,13700 ,1234 ,11 ,9976 ,1 ,80 ,1 
2016년 6월,SH에너지화학,0 ,0 ,1465 ,113 ,13 ,807 ,2 ,44 ,3 
2016년 6월,한독,0 ,0 ,38950 ,0 ,0 ,23700 ,2 ,100 ,0 
2016년 6월,범양건영,0 ,0 ,11900 ,2768 ,4 ,9147 ,1 ,0 ,0 
2016년 6월,세기상사,1 ,0 ,62300 ,0 ,0 ,62655 ,1 ,0 ,0 
2016년 6월,삼익악기,0 ,0 ,3335 ,105 ,32 ,2593 ,1 ,50 ,2 
2016년 6월,화성산업,1 ,0 ,12000 ,2006 ,6 ,22966 ,1 ,520 ,4 
2016년 6월,조흥,1 ,0 ,181000 ,11062 ,16 ,177946 ,1 ,2500 ,1 
2016년 6월,오리엔트바이오,0 ,0 ,2600 ,0 ,0 ,536 ,5 ,0 ,0 
2016년 6월,동일제강,0 ,0 ,3270 ,578 ,6 ,8562 ,0 ,20 ,1 
2016년 6월,국제약품,1 ,0 ,5900 ,0 ,0 ,4110 ,1 ,0 ,0 
2016년 6월,보락,2 ,0 ,5450 ,0 ,0 ,3340 ,2 ,30 ,1 
2016년 6월,진흥기업,0 ,0 ,1920 ,0 ,0 ,429 ,4 ,0 ,0 
2016년 6월,삼영무역,0 ,0 ,21550 ,1184 ,18 ,15849 ,1 ,275 ,1 
2016년 6월,선창산업,0 ,0 ,11500 ,354 ,32 ,21576 ,1 ,167 ,1 
2016년 6월,미원상사,1 ,0 ,208500 ,16383 ,13 ,162785 ,1 ,0 ,0 
2016년 6월,신풍제지,1 ,0 ,7700 ,0 ,0 ,11727 ,1 ,0 ,0 
2016년 6월,대유에이텍,0 ,0 ,2340 ,131 ,18 ,1228 ,2 ,40 ,2 
2016년 6월,유성기업,0 ,0 ,3870 ,467 ,8 ,9902 ,0 ,120 ,3 
2016년 6월,한국쉘석유,0 ,0 ,454000 ,24010 ,19 ,74503 ,6 ,20000 ,4 
2016년 6월,금호산업,0 ,0 ,9450 ,0 ,0 ,8267 ,1 ,0 ,0 
2016년 6월,부광약품,1 ,0 ,32350 ,705 ,46 ,6030 ,5 ,700 ,2 
2016년 6월,혜인,1 ,0 ,3420 ,0 ,0 ,7871 ,0 ,30 ,1 
2016년 6월,코오롱글로벌,0 ,0 ,16000 ,0 ,0 ,20703 ,1 ,0 ,0 
2016년 6월,성보화학,0 ,0 ,6060 ,163 ,37 ,4480 ,1 ,220 ,4 
2016년 6월,대웅,1 ,0 ,62200 ,4533 ,14 ,40026 ,2 ,500 ,1 
2016년 6월,일성신약,0 ,0 ,118500 ,73565 ,2 ,119678 ,1 ,750 ,1 
2016년 6월,디아이,0 ,0 ,4830 ,49 ,99 ,3568 ,1 ,50 ,1 
2016년 6월,일신방직,0 ,0 ,142500 ,8219 ,17 ,276116 ,1 ,2500 ,2 
2016년 6월,대원제약,1 ,0 ,20900 ,1011 ,21 ,8392 ,2 ,200 ,1 
2016년 6월,삼양식품,2 ,0 ,23750 ,0 ,0 ,21338 ,1 ,50 ,0 
2016년 6월,태광산업,1 ,0 ,930000 ,89157 ,10 ,2280941 ,0 ,1750 ,0 
2016년 6월,흥아해운,0 ,0 ,1440 ,126 ,11 ,2043 ,1 ,7 ,0 
2016년 6월,한국화장품제조,1 ,0 ,30200 ,548 ,55 ,7665 ,4 ,0 ,0 
2016년 6월,유화증권,0 ,0 ,16000 ,787 ,20 ,31638 ,1 ,700 ,4 
2016년 6월,유안타증권,0 ,0 ,3420 ,282 ,12 ,4657 ,1 ,0 ,0 
2016년 6월,한진중공업홀딩스,0 ,0 ,4900 ,0 ,0 ,27691 ,0 ,0 ,0 
2016년 6월,대한항공,1 ,0 ,27300 ,0 ,0 ,32280 ,1 ,0 ,0 
2016년 6월,영진약품,2 ,0 ,12550 ,19 ,661 ,565 ,22 ,0 ,0 
2016년 6월,한화투자증권,0 ,0 ,3180 ,0 ,0 ,8854 ,0 ,0 ,0 
2016년 6월,대신증권,0 ,0 ,10350 ,1893 ,5 ,19954 ,1 ,500 ,5 
2016년 6월,LG,1 ,0 ,65000 ,5371 ,12 ,73778 ,1 ,1300 ,2 
2016년 6월,S&T중공업,0 ,0 ,9880 ,1077 ,9 ,20866 ,0 ,200 ,2 
2016년 6월,방림,0 ,0 ,24050 ,1649 ,15 ,42225 ,1 ,300 ,1 
2016년 6월,한성기업,0 ,0 ,9440 ,473 ,20 ,9752 ,1 ,0 ,0 
2016년 6월,코리안리,0 ,0 ,12950 ,1532 ,8 ,16755 ,1 ,350 ,3 
2016년 6월,진양산업,1 ,0 ,4690 ,409 ,11 ,2809 ,2 ,200 ,4 
2016년 6월,대한화섬,1 ,0 ,103500 ,0 ,0 ,311530 ,0 ,0 ,0 
2016년 6월,보령제약,1 ,0 ,64000 ,2484 ,26 ,24371 ,3 ,200 ,0 
2016년 6월,남양유업,0 ,0 ,722000 ,31486 ,23 ,957691 ,1 ,1000 ,0 
2016년 6월,사조대림,1 ,0 ,22250 ,2052 ,11 ,29465 ,1 ,0 ,0 
2016년 6월,롯데정밀화학,1 ,0 ,35550 ,3685 ,10 ,45100 ,1 ,500 ,1 
2016년 6월,현대제철,0 ,0 ,48500 ,5955 ,8 ,114219 ,0 ,750 ,2 
2016년 6월,SG세계물산,0 ,0 ,1310 ,7 ,187 ,1000 ,1 ,0 ,0 
2016년 6월,신흥,1 ,0 ,12100 ,310 ,39 ,8824 ,1 ,200 ,2 
2016년 6월,동방,0 ,0 ,2800 ,0 ,0 ,3387 ,1 ,10 ,0 
2016년 6월,한솔홀딩스,0 ,0 ,7420 ,0 ,0 ,12310 ,1 ,0 ,0 
2016년 6월,신세계,1 ,0 ,203500 ,40879 ,5 ,307084 ,1 ,1250 ,1 
2016년 6월,남성,1 ,0 ,1875 ,0 ,0 ,1978 ,1 ,25 ,1 
2016년 6월,현대약품,1 ,0 ,6090 ,68 ,90 ,3729 ,2 ,48 ,1 
2016년 6월,세방,0 ,0 ,16800 ,1867 ,9 ,30968 ,1 ,175 ,1 
2016년 6월,농심,0 ,0 ,383000 ,20291 ,19 ,268798 ,1 ,4000 ,1 
2016년 6월,삼익THK,1 ,0 ,11750 ,860 ,14 ,7166 ,2 ,300 ,3 
2016년 6월,송원산업,1 ,0 ,21850 ,1241 ,18 ,13103 ,2 ,70 ,0 
2016년 6월,삼화왕관,1 ,0 ,45850 ,5224 ,9 ,57045 ,1 ,1300 ,3 
2016년 6월,세방전지,0 ,0 ,40300 ,5706 ,7 ,54720 ,1 ,350 ,1 
2016년 6월,깨끗한나라,0 ,0 ,5650 ,0 ,0 ,5347 ,1 ,0 ,0 
2016년 6월,현대비앤지스틸,1 ,0 ,9360 ,250 ,37 ,21364 ,0 ,0 ,0 
2016년 6월,삼천리,0 ,0 ,108500 ,10413 ,10 ,298483 ,0 ,2500 ,2 
