,클러스터,PBR_기준,투자기간,결과
1116,1,11,1090,0.034320076868643815
1117,1,12,1090,0.034320076868643815
1118,1,13,1090,0.034320076868643815
1119,1,14,1090,0.034320076868643815
1120,1,15,1090,0.034320076868643815
1121,1,16,1090,0.034320076868643815
1122,1,17,1090,0.034320076868643815
1123,1,18,1090,0.034320076868643815
1124,1,19,1090,0.034320076868643815
1125,1,5,1120,0.011627906976744186
1126,1,6,1120,0.011627906976744186
1127,1,7,1120,0.011627906976744186
1128,1,8,1120,0.011627906976744186
1129,1,9,1120,0.011627906976744186
1130,1,10,1120,0.011627906976744186
1131,1,11,1120,0.09668051041290478
1132,1,12,1120,0.09668051041290478
1133,1,13,1120,0.09668051041290478
1134,1,14,1120,0.09668051041290478
1135,1,15,1120,0.09668051041290478
1136,1,16,1120,0.09668051041290478
1137,1,17,1120,0.09668051041290478
1138,1,18,1120,0.09668051041290478
1139,1,19,1120,0.09668051041290478
1140,2,5,10,1.3153692614770458
1141,2,6,10,1.3153692614770458
1142,2,7,10,1.3153692614770458
1143,2,8,10,1.3153692614770458
1144,2,9,10,1.3153692614770458
1145,2,10,10,1.3153692614770458
1146,2,11,10,1.277629851742259
1147,2,12,10,1.277629851742259
1148,2,13,10,1.277629851742259
1149,2,14,10,1.277629851742259
1150,2,15,10,1.277629851742259
1151,2,16,10,1.277629851742259
1152,2,17,10,1.277629851742259
1153,2,18,10,1.277629851742259
1154,2,19,10,1.277629851742259
1155,2,5,40,1.3113772455089818
1156,2,6,40,1.3113772455089818
1157,2,7,40,1.3113772455089818
1158,2,8,40,1.3113772455089818
1159,2,9,40,1.3113772455089818
1160,2,10,40,1.3113772455089818
1161,2,11,40,1.2847151777019676
1162,2,12,40,1.2847151777019676
1163,2,13,40,1.2847151777019676
1164,2,14,40,1.2847151777019676
1165,2,15,40,1.2847151777019676
1166,2,16,40,1.2847151777019676
1167,2,17,40,1.2847151777019676
1168,2,18,40,1.2847151777019676
1169,2,19,40,1.2847151777019676
1170,2,5,70,1.3544299436563085
